gene	knum
gene_22598	K02345
gene_22599	K02344
gene_22600	K02343
gene_22601	K02342
gene_22602	K02341
gene_22603	K02340
gene_22604	K02339
gene_22605	K02338
gene_22606	K02337
gene_22607	K02336
gene_22608	K02335
gene_22609	K02334
gene_22610	K02333
gene_22611	K02332
gene_22612	K02331
gene_22613	K02330
gene_22614	K02329
gene_22615	K02328
gene_22616	K02327
gene_22617	K02326
gene_22618	K02325
gene_22619	K02324
gene_22620	K02323
gene_22621	K02322
gene_22622	K02321
gene_22623	K02320
gene_22624	K02319
gene_22625	K02318
gene_22626	K02317
gene_22627	K02316
gene_22628	K02315
gene_22629	K02314
gene_22630	K02313
gene_22631	K02311
gene_22632	K02310
gene_22633	K02309
gene_22634	K02308
gene_22635	K02307
gene_22636	K02306
gene_22637	K02305
gene_22638	K02304
gene_22639	K02303
gene_22640	K02302
gene_22641	K02300
gene_22642	K02299
gene_22643	K02298
gene_22644	K02297
gene_22645	K02296
gene_22646	K02295
gene_22647	K02294
gene_22648	K02293
gene_22649	K02292
gene_22650	K02291
gene_22651	K02290
gene_22652	K02289
gene_22653	K02288
gene_22654	K02287
gene_22655	K02286
gene_22656	K02285
gene_22657	K02284
gene_22658	K02283
gene_22659	K02282
gene_22660	K02281
gene_22661	K02280
gene_22662	K02279
gene_22663	K02278
gene_22664	K02277
gene_22665	K02276
gene_22666	K02275
gene_22667	K02274
gene_22668	K02273
gene_22669	K02272
gene_22670	K02271
gene_22671	K02270
gene_22672	K02269
gene_22673	K02268
gene_22674	K02267
gene_22675	K02266
gene_22676	K02265
gene_22677	K02264
gene_22678	K02263
gene_22679	K02262
gene_22680	K02261
gene_22681	K02260
gene_22682	K02259
gene_22683	K02258
gene_22684	K02257
gene_22685	K02256
gene_22686	K02255
gene_22687	K02254
gene_22688	K02253
gene_22689	K02252
gene_22690	K02251
gene_22691	K02250
gene_22692	K02249
gene_22693	K02248
gene_22694	K02247
gene_22695	K02246
gene_22696	K02245
gene_22697	K02244
gene_22698	K02243
gene_22699	K02242
gene_22700	K02241
gene_22701	K02240
gene_22702	K02239
gene_22703	K02238
gene_22704	K02237
gene_22705	K02236
gene_22706	K02235
gene_22707	K02234
gene_22708	K02233
gene_22709	K02232
gene_22710	K02231
gene_22711	K02230
gene_22712	K02229
gene_22713	K02228
gene_22714	K02227
gene_22715	K02226
gene_22716	K02225
gene_22717	K02224
gene_22718	K02223
gene_22719	K02222
gene_22720	K02221
gene_22721	K02220
gene_22722	K02219
gene_22723	K02218
gene_22724	K02217
gene_22725	K02216
gene_22726	K02215
gene_22727	K02214
gene_22728	K02213
gene_22729	K02212
gene_22730	K02211
gene_22731	K02210
gene_22732	K02209
gene_22733	K02208
gene_22734	K02207
gene_22735	K02206
gene_22736	K02205
gene_22737	K02204
gene_22738	K02203
gene_22739	K02202
gene_22740	K02201
gene_22741	K02200
gene_22742	K02199
gene_22743	K02198
gene_22744	K02197
gene_22745	K02196
gene_22746	K02195
gene_22747	K02194
gene_22748	K02193
gene_22749	K02192
gene_22750	K02191
gene_22751	K02190
gene_22752	K02189
gene_22753	K02188
gene_22754	K02187
gene_22755	K02186
gene_22756	K02185
gene_22757	K02184
gene_22758	K02183
gene_22759	K02182
gene_22760	K02181
gene_22761	K02180
gene_22762	K02179
gene_22763	K02178
gene_22764	K02177
gene_22765	K02176
gene_22766	K02175
gene_22767	K02174
gene_22768	K02173
gene_22769	K02172
gene_22770	K02171
gene_22771	K02170
gene_22772	K02169
gene_22773	K02168
gene_22774	K02167
gene_22775	K02166
gene_22776	K02165
gene_22777	K02164
gene_22778	K02163
gene_22779	K02162
gene_22780	K02161
gene_22781	K02160
gene_22782	K02159
gene_22783	K02158
gene_22784	K02157
gene_22785	K02156
gene_22786	K02155
gene_22787	K02154
gene_22788	K02153
gene_22789	K02152
gene_22790	K02151
gene_22791	K02150
gene_22792	K02149
gene_22793	K02148
gene_22794	K02147
gene_22795	K02146
gene_22796	K02145
gene_22797	K02144
gene_22798	K02143
gene_22799	K02142
gene_22800	K02141
gene_22801	K02140
gene_22802	K02139
gene_22803	K02138
gene_22804	K02137
gene_22805	K02136
gene_22806	K02135
gene_22807	K02134
gene_22808	K02133
gene_22809	K02132
gene_22810	K02131
gene_22811	K02130
gene_22812	K02129
gene_22813	K02128
gene_22814	K02127
gene_22815	K02126
gene_22816	K02125
gene_22817	K02124
gene_22818	K02123
gene_22819	K02122
gene_22820	K02121
gene_22821	K02120
gene_22822	K02119
gene_22823	K02118
gene_22824	K02117
gene_22825	K02116
gene_22826	K02115
gene_22827	K02114
gene_22828	K02113
gene_22829	K02112
gene_22830	K02111
gene_22831	K02110
gene_22832	K02109
gene_22833	K02108
gene_22834	K02107
gene_22835	K02106
gene_22836	K02105
gene_22837	K02104
gene_22838	K02103
gene_22839	K02101
gene_22840	K02100
gene_22841	K02099
gene_22842	K02098
gene_22843	K02097
gene_22844	K02096
gene_22845	K02095
gene_22846	K02094
gene_22847	K02093
gene_22848	K02092
gene_22849	K02091
gene_22850	K02090
gene_22851	K02089
gene_22852	K02088
gene_22853	K02087
gene_22854	K02086
gene_22855	K02085
gene_22856	K02084
gene_22857	K02083
gene_22858	K02082
gene_22859	K02081
gene_22860	K02080
gene_22861	K02079
gene_22862	K02078
gene_22863	K02077
gene_22864	K02076
gene_22865	K02075
gene_22866	K02074
gene_22867	K02073
gene_22868	K02072
gene_22869	K02071
gene_22870	K02069
gene_22871	K02068
gene_22872	K02067
gene_22873	K02066
gene_22874	K02065
gene_22875	K02064
gene_22876	K02063
gene_22877	K02062
gene_22878	K02058
gene_22879	K02057
gene_22880	K02056
gene_22881	K02055
gene_22882	K02054
gene_22883	K02053
gene_22884	K02052
gene_22885	K02051
gene_22886	K02050
gene_22887	K02049
gene_22888	K02048
gene_22889	K02047
gene_22890	K02046
gene_22891	K02045
gene_22892	K02044
gene_22893	K02043
gene_22894	K02042
gene_22895	K02041
gene_22896	K02040
gene_22897	K02039
gene_22898	K02038
gene_22899	K02037
gene_22900	K02036
gene_22901	K02035
gene_22902	K02034
gene_22903	K02033
gene_22904	K02032
gene_22905	K02031
gene_22906	K02030
gene_22907	K02029
gene_22908	K02028
gene_22909	K02027
gene_22910	K02026
gene_22911	K02025
gene_22912	K02024
gene_22913	K02022
gene_22914	K02021
gene_22915	K02020
gene_22916	K02019
gene_22917	K02018
gene_22918	K02017
gene_22919	K02016
gene_22920	K02015
gene_22921	K02014
gene_22922	K02013
gene_22923	K02012
gene_22924	K02011
gene_22925	K02010
gene_22926	K02009
gene_22927	K02008
gene_22928	K02007
gene_22929	K02006
gene_22930	K02005
gene_22931	K02004
gene_22932	K02003
gene_22933	K02002
gene_22934	K02001
gene_22935	K02000
gene_22936	K01999
gene_22937	K01998
gene_22938	K01997
gene_22939	K01996
gene_22940	K01995
gene_22941	K01994
gene_22942	K01993
gene_22943	K01992
gene_22944	K01991
gene_22945	K01990
gene_22946	K01989
gene_22947	K01988
gene_22948	K01986
gene_22949	K01985
gene_22950	K01984
gene_22951	K01983
gene_22952	K01982
gene_22953	K01981
gene_22954	K01980
gene_22955	K01979
gene_22956	K01978
gene_22957	K01977
gene_22958	K01975
gene_22959	K01974
gene_22960	K01973
gene_22961	K01972
gene_22962	K01971
gene_22963	K01970
gene_22964	K01969
gene_22965	K01968
gene_22966	K01966
gene_22967	K01965
gene_22968	K01964
gene_22969	K01963
gene_22970	K01962
gene_22971	K01961
gene_22972	K01960
gene_22973	K01959
gene_22974	K01958
gene_22975	K01957
gene_22976	K01956
gene_22977	K01955
gene_22978	K01954
gene_22979	K01953
gene_22980	K01952
gene_22981	K01951
gene_22982	K01950
gene_22983	K01949
gene_22984	K01948
gene_22985	K01947
gene_22986	K01946
gene_22987	K01945
gene_22988	K01942
gene_22989	K01941
gene_22990	K01940
gene_22991	K01939
gene_22992	K01938
gene_22993	K01937
gene_22994	K01935
gene_22995	K01934
gene_22996	K01933
gene_22997	K01932
gene_22998	K01931
gene_22999	K01930
gene_23000	K01929
gene_23001	K01928
gene_23002	K01926
gene_23003	K01925
gene_23004	K01924
gene_23005	K01923
gene_23006	K01922
gene_23007	K01921
gene_23008	K01920
gene_23009	K01919
gene_23010	K01918
gene_23011	K01917
gene_23012	K01916
gene_23013	K01915
gene_23014	K01914
gene_23015	K01913
gene_23016	K01912
gene_23017	K01911
gene_23018	K01910
gene_23019	K01909
gene_23020	K01908
gene_23021	K01907
gene_23022	K01906
gene_23023	K01905
gene_23024	K01904
gene_23025	K01903
gene_23026	K01902
gene_23027	K01900
gene_23028	K01899
gene_23029	K01897
gene_23030	K01896
gene_23031	K01895
gene_23032	K01894
gene_23033	K01893
gene_23034	K01892
gene_23035	K01890
gene_23036	K01889
gene_23037	K01887
gene_23038	K01886
gene_23039	K01885
gene_23040	K01884
gene_23041	K01883
gene_23042	K01881
gene_23043	K01880
gene_23044	K01879
gene_23045	K01878
gene_23046	K01876
gene_23047	K01875
gene_23048	K01874
gene_23049	K01873
gene_23050	K01872
gene_23051	K01870
gene_23052	K01869
gene_23053	K01868
gene_23054	K01867
gene_23055	K01866
gene_23056	K01865
gene_23057	K01861
gene_23058	K01860
gene_23059	K01859
gene_23060	K01858
gene_23061	K01857
gene_23062	K01856
gene_23063	K01855
gene_23064	K01854
gene_23065	K01853
gene_23066	K01852
gene_23067	K01851
gene_23068	K01850
gene_23069	K01849
gene_23070	K01848
gene_23071	K01847
gene_23072	K01846
gene_23073	K01845
gene_23074	K01844
gene_23075	K01843
gene_23076	K01841
gene_23077	K01840
gene_23078	K01839
gene_23079	K01838
gene_23080	K01837
gene_23081	K01836
gene_23082	K01835
gene_23083	K01834
gene_23084	K01833
gene_23085	K01832
gene_23086	K01831
gene_23087	K01830
gene_23088	K01829
gene_23089	K01827
gene_23090	K01826
gene_23091	K01825
gene_23092	K01824
gene_23093	K01823
gene_23094	K01822
gene_23095	K01821
gene_23096	K01820
gene_23097	K01819
gene_23098	K01818
gene_23099	K01817
gene_23100	K01816
gene_23101	K01815
gene_23102	K01814
gene_23103	K01813
gene_23104	K01812
gene_23105	K01811
gene_23106	K01810
gene_23107	K01809
gene_23108	K01808
gene_23109	K01807
gene_23110	K01805
gene_23111	K01804
gene_23112	K01803
gene_23113	K01802
gene_23114	K01801
gene_23115	K01800
gene_23116	K01799
gene_23117	K01798
gene_23118	K01796
gene_23119	K01795
gene_23120	K01794
gene_23121	K01793
gene_23122	K01792
gene_23123	K01791
gene_23124	K01790
gene_23125	K01788
gene_23126	K01787
gene_23127	K01785
gene_23128	K01784
gene_23129	K01783
gene_23130	K01782
gene_23131	K01781
gene_23132	K01780
gene_23133	K01779
gene_23134	K01778
gene_23135	K01777
gene_23136	K01776
gene_23137	K01775
gene_23138	K01774
gene_23139	K01773
gene_23140	K01772
gene_23141	K01771
gene_23142	K01770
gene_23143	K01769
gene_23144	K01768
gene_23145	K01767
gene_23146	K01766
gene_23147	K01765
gene_23148	K01764
gene_23149	K01763
gene_23150	K01762
gene_23151	K01761
gene_23152	K01760
gene_23153	K01759
gene_23154	K01758
gene_23155	K01757
gene_23156	K01756
gene_23157	K01755
gene_23158	K01754
gene_23159	K01753
gene_23160	K01752
gene_23161	K01751
gene_23162	K01750
gene_23163	K01749
gene_23164	K01746
gene_23165	K01745
gene_23166	K01744
gene_23167	K01743
gene_23168	K01742
gene_23169	K01741
gene_23170	K01740
gene_23171	K01739
gene_23172	K01738
gene_23173	K01737
gene_23174	K01736
gene_23175	K01735
gene_23176	K01734
gene_23177	K01733
gene_23178	K01732
gene_23179	K01731
gene_23180	K01730
gene_23181	K01729
gene_23182	K01728
gene_23183	K01727
gene_23184	K01726
gene_23185	K01725
gene_23186	K01724
gene_23187	K01723
gene_23188	K01721
gene_23189	K01720
gene_23190	K01719
gene_23191	K01716
gene_23192	K01715
gene_23193	K01714
gene_23194	K01713
gene_23195	K01712
gene_23196	K01711
gene_23197	K01710
gene_23198	K01709
gene_23199	K01708
gene_23200	K01707
gene_23201	K01706
gene_23202	K01705
gene_23203	K01704
gene_23204	K01703
gene_23205	K01702
gene_23206	K01699
gene_23207	K01698
gene_23208	K01697
gene_23209	K01696
gene_23210	K01695
gene_23211	K01694
gene_23212	K01693
gene_23213	K01692
gene_23214	K01691
gene_23215	K01690
gene_23216	K01689
gene_23217	K01687
gene_23218	K01686
gene_23219	K01685
gene_23220	K01684
gene_23221	K01683
gene_23222	K01682
gene_23223	K01681
gene_23224	K01679
gene_23225	K01678
gene_23226	K01677
gene_23227	K01676
gene_23228	K01675
gene_23229	K01674
gene_23230	K01673
gene_23231	K01672
gene_23232	K01671
gene_23233	K01670
gene_23234	K01669
gene_23235	K01668
gene_23236	K01667
gene_23237	K01666
gene_23238	K01665
gene_23239	K01664
gene_23240	K01663
gene_23241	K01662
gene_23242	K01661
gene_23243	K01659
gene_23244	K01658
gene_23245	K01657
gene_23246	K01656
gene_23247	K01655
gene_23248	K01654
gene_23249	K01653
gene_23250	K01652
gene_23251	K01649
gene_23252	K01648
gene_23253	K01647
gene_23254	K01646
gene_23255	K01645
gene_23256	K01644
gene_23257	K01643
gene_23258	K01641
gene_23259	K01640
gene_23260	K01639
gene_23261	K01638
gene_23262	K01637
gene_23263	K01635
gene_23264	K01634
gene_23265	K01633
gene_23266	K01631
gene_23267	K01630
gene_23268	K01629
gene_23269	K01628
gene_23270	K01627
gene_23271	K01626
gene_23272	K01625
gene_23273	K01624
gene_23274	K01623
gene_23275	K01622
gene_23276	K01621
gene_23277	K01620
gene_23278	K01619
gene_23279	K01618
gene_23280	K01617
gene_23281	K01616
gene_23282	K01615
gene_23283	K01613
gene_23284	K01612
gene_23285	K01611
gene_23286	K01610
gene_23287	K01609
gene_23288	K01608
gene_23289	K01607
gene_23290	K01604
gene_23291	K01602
gene_23292	K01601
gene_23293	K01599
gene_23294	K01598
gene_23295	K01597
gene_23296	K01596
gene_23297	K01595
gene_23298	K01593
gene_23299	K01592
gene_23300	K01591
gene_23301	K01590
gene_23302	K01589
gene_23303	K01588
gene_23304	K01587
gene_23305	K01586
gene_23306	K01585
gene_23307	K01584
gene_23308	K01583
gene_23309	K01582
gene_23310	K01581
gene_23311	K01580
gene_23312	K01579
gene_23313	K01578
gene_23314	K01577
gene_23315	K01576
gene_23316	K01575
gene_23317	K01574
gene_23318	K01573
gene_23319	K01571
gene_23320	K01569
gene_23321	K01568
gene_23322	K01567
gene_23323	K01565
gene_23324	K01563
gene_23325	K01562
gene_23326	K01561
gene_23327	K01560
gene_23328	K01559
gene_23329	K01558
gene_23330	K01557
gene_23331	K01556
gene_23332	K01555
gene_23333	K01554
gene_23334	K01552
gene_23335	K01551
gene_23336	K01549
gene_23337	K01548
gene_23338	K01547
gene_23339	K01546
gene_23340	K01545
gene_23341	K01544
gene_23342	K01543
gene_23343	K01542
gene_23344	K01540
gene_23345	K01539
gene_23346	K01538
gene_23347	K01537
gene_23348	K01536
gene_23349	K01535
gene_23350	K01534
gene_23351	K01533
gene_23352	K01532
gene_23353	K01531
gene_23354	K01530
gene_23355	K01529
gene_23356	K01528
gene_23357	K01527
gene_23358	K01526
gene_23359	K01525
gene_23360	K01524
gene_23361	K01523
gene_23362	K01522
gene_23363	K01521
gene_23364	K01520
gene_23365	K01519
gene_23366	K01518
gene_23367	K01517
gene_23368	K01516
gene_23369	K01515
gene_23370	K01514
gene_23371	K01513
gene_23372	K01512
gene_23373	K01511
gene_23374	K01510
gene_23375	K01509
gene_23376	K01507
gene_23377	K01506
gene_23378	K01505
gene_23379	K01502
gene_23380	K01501
gene_23381	K01500
gene_23382	K01499
gene_23383	K01498
gene_23384	K01497
gene_23385	K01496
gene_23386	K01495
gene_23387	K01494
gene_23388	K01493
gene_23389	K01492
gene_23390	K01491
gene_23391	K01490
gene_23392	K01489
gene_23393	K01488
gene_23394	K01487
gene_23395	K01486
gene_23396	K01485
gene_23397	K01484
gene_23398	K01483
gene_23399	K01482
gene_23400	K01481
gene_23401	K01480
gene_23402	K01479
gene_23403	K01478
gene_23404	K01477
gene_23405	K01476
gene_23406	K01475
gene_23407	K01474
gene_23408	K01473
gene_23409	K01471
gene_23410	K01470
gene_23411	K01469
gene_23412	K01468
gene_23413	K01467
gene_23414	K01466
gene_23415	K01465
gene_23416	K01464
gene_23417	K01463
gene_23418	K01462
gene_23419	K01461
gene_23420	K01460
gene_23421	K01459
gene_23422	K01458
gene_23423	K01457
gene_23424	K01456
gene_23425	K01455
gene_23426	K01453
gene_23427	K01452
gene_23428	K01451
gene_23429	K01449
gene_23430	K01448
gene_23431	K01447
gene_23432	K01446
gene_23433	K01444
gene_23434	K01443
gene_23435	K01442
gene_23436	K01441
gene_23437	K01440
gene_23438	K01439
gene_23439	K01438
gene_23440	K01437
gene_23441	K01436
gene_23442	K01435
gene_23443	K01434
gene_23444	K01433
gene_23445	K01432
gene_23446	K01431
gene_23447	K01430
gene_23448	K01429
gene_23449	K01428
gene_23450	K01427
gene_23451	K01426
gene_23452	K01425
gene_23453	K01424
gene_23454	K01423
gene_23455	K01422
gene_23456	K01421
gene_23457	K01420
gene_23458	K01419
gene_23459	K01417
gene_23460	K01416
gene_23461	K01415
gene_23462	K01414
gene_23463	K01413
gene_23464	K01412
gene_23465	K01411
gene_23466	K01410
gene_23467	K01409
gene_23468	K01408
gene_23469	K01407
gene_23470	K01406
gene_23471	K01405
gene_23472	K01404
gene_23473	K01403
gene_23474	K01402
gene_23475	K01401
gene_23476	K01400
gene_23477	K01399
gene_23478	K01398
gene_23479	K01397
gene_23480	K01396
gene_23481	K01395
gene_23482	K01394
gene_23483	K01393
gene_23484	K01392
gene_23485	K01390
gene_23486	K01389
gene_23487	K01388
gene_23488	K01387
gene_23489	K01386
gene_23490	K01385
gene_23491	K01384
gene_23492	K01383
gene_23493	K01382
gene_23494	K01381
gene_23495	K01380
gene_23496	K01379
gene_23497	K01378
gene_23498	K01377
gene_23499	K01376
gene_23500	K01375
gene_23501	K01374
gene_23502	K01373
gene_23503	K01372
gene_23504	K01371
gene_23505	K01370
gene_23506	K01369
gene_23507	K01368
gene_23508	K01367
gene_23509	K01366
gene_23510	K01365
gene_23511	K01364
gene_23512	K01363
gene_23513	K01362
gene_23514	K01361
gene_23515	K01360
gene_23516	K01359
gene_23517	K01358
gene_23518	K01357
gene_23519	K01356
gene_23520	K01355
gene_23521	K01354
gene_23522	K01353
gene_23523	K01352
gene_23524	K01351
gene_23525	K01350
gene_23526	K01349
gene_23527	K01348
gene_23528	K01347
gene_23529	K01346
gene_23530	K01345
gene_23531	K01344
gene_23532	K01343
gene_23533	K01342
gene_23534	K01341
gene_23535	K01340
gene_23536	K01339
gene_23537	K01338
gene_23538	K01337
gene_23539	K01336
gene_23540	K01335
gene_23541	K01334
gene_23542	K01333
gene_23543	K01332
gene_23544	K01331
gene_23545	K01330
gene_23546	K01329
gene_23547	K01328
gene_23548	K01327
gene_23549	K01326
gene_23550	K01325
gene_23551	K01324
gene_23552	K01323
gene_23553	K01322
gene_23554	K01321
gene_23555	K01320
gene_23556	K01319
gene_23557	K01318
gene_23558	K01317
gene_23559	K01316
gene_23560	K01315
gene_23561	K01314
gene_23562	K01313
gene_23563	K01312
gene_23564	K01311
gene_23565	K01310
gene_23566	K01309
gene_23567	K01308
gene_23568	K01307
gene_23569	K01306
gene_23570	K01305
gene_23571	K01304
gene_23572	K01303
gene_23573	K01302
gene_23574	K01301
gene_23575	K01300
gene_23576	K01299
gene_23577	K01298
gene_23578	K01297
gene_23579	K01296
gene_23580	K01295
gene_23581	K01294
gene_23582	K01293
gene_23583	K01292
gene_23584	K01291
gene_23585	K01290
gene_23586	K01288
gene_23587	K01286
gene_23588	K01285
gene_23589	K01284
gene_23590	K01283
gene_23591	K01282
gene_23592	K01281
gene_23593	K01280
gene_23594	K01279
gene_23595	K01278
gene_23596	K01277
gene_23597	K01276
gene_23598	K01275
gene_23599	K01274
gene_23600	K01273
gene_23601	K01271
gene_23602	K01270
gene_23603	K01269
gene_23604	K01268
gene_23605	K01267
gene_23606	K01266
gene_23607	K01265
gene_23608	K01264
gene_23609	K01262
gene_23610	K01261
gene_23611	K01260
gene_23612	K01259
gene_23613	K01258
gene_23614	K01257
gene_23615	K01256
gene_23616	K01255
gene_23617	K01254
gene_23618	K01253
gene_23619	K01252
gene_23620	K01251
gene_23621	K01250
gene_23622	K01247
gene_23623	K01246
gene_23624	K01245
gene_23625	K01244
gene_23626	K01243
gene_23627	K01242
gene_23628	K01241
gene_23629	K01240
gene_23630	K01239
gene_23631	K01238
gene_23632	K01237
gene_23633	K01236
gene_23634	K01235
gene_23635	K01233
gene_23636	K01232
gene_23637	K01231
gene_23638	K01230
gene_23639	K01229
gene_23640	K01228
gene_23641	K01227
gene_23642	K01226
gene_23643	K01225
gene_23644	K01224
gene_23645	K01223
gene_23646	K01222
gene_23647	K01220
gene_23648	K01219
gene_23649	K01218
gene_23650	K01217
gene_23651	K01216
gene_23652	K01215
gene_23653	K01214
gene_23654	K01213
gene_23655	K01212
gene_23656	K01210
gene_23657	K01209
gene_23658	K01208
gene_23659	K01207
gene_23660	K01206
gene_23661	K01205
gene_23662	K01204
gene_23663	K01203
gene_23664	K01202
gene_23665	K01201
gene_23666	K01200
gene_23667	K01199
gene_23668	K01198
gene_23669	K01197
gene_23670	K01196
gene_23671	K01195
gene_23672	K01194
gene_23673	K01193
gene_23674	K01192
gene_23675	K01191
gene_23676	K01190
gene_23677	K01189
gene_23678	K01188
gene_23679	K01187
gene_23680	K01186
gene_23681	K01185
gene_23682	K01184
gene_23683	K01183
gene_23684	K01182
gene_23685	K01181
gene_23686	K01180
gene_23687	K01179
gene_23688	K01178
gene_23689	K01177
gene_23690	K01176
gene_23691	K01175
gene_23692	K01174
gene_23693	K01173
gene_23694	K01172
gene_23695	K01171
gene_23696	K01170
gene_23697	K01169
gene_23698	K01168
